0,23750,sil,23750,29500,bin,29500,34000,blue,34000,35500,at,35500,41000,f,41000,47250,two,47250,53000,now,53000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17750,sil,17750,22500,bin,22500,27000,blue,27000,28000,at,28000,31000,f,31000,36250,three,36250,46750,soon,46750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17250,sil,17250,22500,bin,22500,26500,blue,26500,28500,at,28500,33000,f,33000,38000,four,38000,47250,please,47250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,23000,bin,23000,30500,blue,30500,35000,at,35000,42750,f,42750,49000,five,49000,57250,again,57250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16000,sil,16000,21250,bin,21250,26750,blue,26750,27750,at,27750,31500,l,31500,39250,six,39250,45250,now,45250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15250,sil,15250,21000,bin,21000,25750,blue,25750,27750,at,27750,32250,l,32250,40500,seven,40500,50500,soon,50500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22500,sil,22500,27500,bin,27500,31250,blue,31250,32500,at,32500,36000,l,36000,40750,eight,40750,50000,please,50000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,23000,bin,23000,27000,blue,27000,30500,at,30500,33750,l,33750,40750,nine,40750,50250,again,50250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13500,sil,13500,20000,bin,20000,25000,blue,25000,27250,at,27250,32750,s,32750,36250,one,36250,45250,soon,45250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15250,sil,15250,21000,bin,21000,25750,blue,25750,27000,at,27000,32500,s,32500,37250,two,37250,47750,please,47750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24500,sil,24500,30000,bin,30000,35500,blue,35500,36750,at,36750,41000,s,41000,47500,three,47500,56500,again,56500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14250,sil,14250,19750,bin,19750,24750,blue,24750,27000,at,27000,33500,s,33500,41000,zero,41000,48000,now,48000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,24000,bin,24000,32250,blue,32250,37000,at,37000,44000,z,44000,50250,four,50250,58250,now,58250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18000,sil,18000,23250,bin,23250,30000,blue,30000,31750,at,31750,35750,z,35750,43000,five,43000,52000,soon,52000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11500,sil,11500,17250,bin,17250,22250,blue,22250,23750,at,23750,29000,z,29000,36250,six,36250,45500,please,45500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10750,sil,10750,16250,bin,16250,20250,blue,20250,21750,at,21750,26500,z,26500,34250,seven,34250,42750,again,42750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18000,sil,18000,24000,bin,24000,30500,blue,30500,34000,by,34000,38250,f,38250,46250,six,46250,52250,now,52250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15500,sil,15500,21250,bin,21250,27750,blue,27750,32250,by,32250,35500,f,35500,44500,seven,44500,51000,soon,51000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4000,sil,4000,9250,bin,9250,14750,blue,14750,18000,by,18000,22000,f,22000,25250,eight,25250,35750,please,35750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22000,sil,22000,27250,bin,27250,31500,blue,31500,35250,by,35250,39500,f,39500,45000,nine,45000,54000,again,54000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14500,sil,14500,19500,bin,19500,24500,blue,24500,28000,by,28000,31750,m,31750,35750,one,35750,45000,soon,45000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17750,sil,17750,23000,bin,23000,30250,blue,30250,34750,by,34750,39250,m,39250,45000,two,45000,55500,please,55500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23250,sil,23250,29250,bin,29250,33500,blue,33500,43000,by,43000,47500,m,47500,54250,three,54250,62750,again,62750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21500,sil,21500,26250,bin,26250,32500,blue,32500,36000,by,36000,40500,m,40500,49500,zero,49500,56250,now,56250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,23250,bin,23250,28000,blue,28000,31250,by,31250,37250,s,37250,43500,four,43500,52250,now,52250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21750,sil,21750,28250,bin,28250,34500,blue,34500,38500,by,38500,45000,s,45000,52250,five,52250,63000,soon,63000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13250,sil,13250,19000,bin,19000,24500,blue,24500,28750,by,28750,33250,s,33250,39750,six,39750,48250,please,48250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13500,sil,13500,19500,bin,19500,24750,blue,24750,28500,by,28500,34000,s,34000,40250,seven,40250,47500,again,47500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15500,sil,15500,20500,bin,20500,25500,blue,25500,30000,by,30000,37000,z,37000,42500,eight,42500,49250,now,49250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18250,sil,18250,23750,bin,23750,31250,blue,31250,36000,by,36000,41750,z,41750,47000,nine,47000,56750,soon,56750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16000,sil,16000,21250,bin,21250,26500,blue,26500,27750,in,27750,31000,e,31000,38000,eight,38000,44750,now,44750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15500,sil,15500,21500,bin,21500,26500,blue,26500,28250,in,28250,31500,e,31500,38750,nine,38750,50000,soon,50000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15750,sil,15750,21250,bin,21250,25750,blue,25750,27250,in,27250,32250,f,32250,36000,one,36000,45000,again,45000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16250,sil,16250,21500,bin,21500,26750,blue,26750,28750,in,28750,32500,f,32500,40750,zero,40750,51250,please,51250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19750,sil,19750,24750,bin,24750,31750,blue,31750,33250,in,33250,37000,l,37000,43250,two,43250,50500,now,50500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,23000,bin,23000,28500,blue,28500,30000,in,30000,33750,l,33750,39500,three,39500,49000,soon,49000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19500,sil,19500,25500,bin,25500,31500,blue,31500,33250,in,33250,38750,l,38750,45000,four,45000,55000,please,55000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16500,sil,16500,22000,bin,22000,27000,blue,27000,28750,in,28750,32500,l,32500,39250,five,39250,47000,again,47000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18750,sil,18750,24500,bin,24500,30500,blue,30500,32000,in,32000,36750,r,36750,44250,six,44250,51000,now,51000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15750,sil,15750,21000,bin,21000,26000,blue,26000,27750,in,27750,31500,r,31500,40250,seven,40250,48000,soon,48000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15500,sil,15500,21250,bin,21250,26750,blue,26750,28750,in,28750,34250,r,34250,37000,eight,37000,47500,please,47500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13250,sil,13250,17750,bin,17750,23000,blue,23000,24500,in,24500,28000,r,28000,34000,nine,34000,42000,again,42000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30750,sil,30750,36500,bin,36500,40500,blue,40500,42750,in,42750,49000,z,49000,52250,one,52250,62750,soon,62750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16750,sil,16750,22000,bin,22000,28500,blue,28500,30750,in,30750,35000,z,35000,35750,sp,35750,41000,two,41000,52250,please,52250,74500,sil
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14750,sil,14750,20250,bin,20250,25500,blue,25500,27500,in,27500,31500,z,31500,38500,three,38500,48000,again,48000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16250,sil,16250,22000,bin,22000,27750,blue,27750,31000,in,31000,36750,z,36750,45500,zero,45500,51750,now,51750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26500,sil,26500,32000,bin,32000,38000,blue,38000,41250,with,41250,45500,g,45500,51000,one,51000,62500,soon,62500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16750,sil,16750,22250,bin,22250,28250,blue,28250,30250,with,30250,34500,g,34500,40250,two,40250,51500,please,51500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13500,sil,13500,19000,bin,19000,24250,blue,24250,27000,with,27000,32500,g,32500,39500,three,39500,47250,again,47250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17250,sil,17250,22750,bin,22750,28000,blue,28000,30250,with,30250,34250,g,34250,43500,zero,43500,49250,now,49250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14250,sil,14250,19750,bin,19750,26000,blue,26000,29250,with,29250,32500,m,32500,39250,four,39250,46250,now,46250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18250,sil,18250,23750,bin,23750,29000,blue,29000,31750,with,31750,35000,m,35000,41250,five,41250,50500,soon,50500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24750,sil,24750,30500,bin,30500,36500,blue,36500,40750,with,40750,44500,m,44500,52000,six,52000,62250,please,62250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17000,sil,17000,22250,bin,22250,28500,blue,28500,32000,with,32000,35500,m,35500,42500,seven,42500,50750,again,50750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11500,sil,11500,21500,bin,21500,28750,blue,28750,33500,with,33500,37500,s,37500,41500,eight,41500,48000,now,48000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14500,sil,14500,20000,bin,20000,27250,blue,27250,31000,with,31000,34500,s,34500,40000,nine,40000,49500,soon,49500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,750,sil,750,21250,bin,21250,25750,blue,25750,28500,with,28500,33250,t,33250,38500,one,38500,47250,again,47250,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20250,sil,20250,25500,bin,25500,30750,blue,30750,33250,with,33250,37750,t,37750,45750,zero,45750,55750,please,55750,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16000,sil,16000,21250,bin,21250,25500,green,25500,28500,at,28500,32250,a,32250,40000,six,40000,46500,now,46500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17500,sil,17500,23250,bin,23250,30750,green,30750,35750,at,35750,39000,a,39000,46750,seven,46750,56000,soon,56000,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16000,sil,16000,21250,bin,21250,25500,green,25500,29250,at,29250,32000,a,32000,36750,eight,36750,46500,please,46500,74500,sil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
